Comments,HateSpeech
শখের মানুষের কথা ভেবে কান্না করে দেওয়া মানুষটা জানে ভালোবাসা কতটা ভয়ংকর!,nonhate
"জানতাম না, এতো তাড়া তাড়ি তোমাকে হারিয়ে ফেলবো। তবু এ টুকু চাওয়া তুমি মানুষ টা ভালো থাকো।",nonhate
তুমিও আমার মতো ছেকা খাইছো ,nonhate
তারে অনেক খুজি তবে আর পেলাম না,nonhate
"কিছু মন খারাপের কোনো ব্যাখ্যা হয় না, শুধু নিঃশ্বাস নিতে কষ্ট হয়!",nonhate
এর যে কান্না দেখতেছিস না. বিশ্বাস কর ভাই সব মিথ্যা  এর থেকেও ভয়ানক কান্না করেও সালিরা ছাড়ি যায় ,nonhate
"হৃদয় খুলে দেখি আর কোনো দুঃখ নেই, বরফের মতো সব জমে জমে শোক হয়ে গেছে!",nonhate
একটা মানুষ তিলে তিলে শেষ হওয়ার পিছনে একটা মানুষের মায়াই যথেষ্ট!,nonhate
সবাই সত্যিকারের ভালোবাসার মর্যাদা বুঝে না।,nonhate
ভালোবাসা কেন এত অসহায় ,nonhate
সৌন্দর্যের সম্পর্ক চাহিদা পর্যন্ত,nonhate
আর মায়ার সম্পর্ক মৃত্যু পর্যন্ত,nonhate
থাকতে কেউ মূল্য দেয় না হারায় গেলে সবাই খোঁজ,nonhate
কিছু করার নাই যে যাওয়ার সে হাজারবার ছেড়ে যাবে? ,nonhate
সর্বোচ্চ চেষ্টা করার পরেও দেখলাম আমি নিজেই অপরাধী ,nonhate
আচ্ছা ছেলেদের জন্য মেয়েরাও কান্না করে ,nonhate
"আপু এমন একটা মেয়ে আছে যে কি না পরিবারের দোহায় দিয়ে আমাদের রিলেশন টা নষ্ট করছে,",nonhate
কে রে ভাই এত কস্ট দিলে আপু টারে,nonhate
যে দুঃখ দেয় তাকে জড়িয়ে ধরে কাঁদতে মন চায়,nonhate
ভালোবাসা কঠিন জিনিস ভয়ংকর তার মায়া,nonhate
কতটা কষ্ট নিয়ে নিয়ে চাপা-কান্না কাদে,nonhate
"তেমন কাউকে পেলাম না, এমন অনুভূতি আসবে। হাইরে জীবন",nonhate
মানুষ কেনো ঠকায় মানুষ কে ,nonhate
এই ভাবে মন থেকে চাওয়া ভালোবাসা গুলো পূর্ণতা পায় না ,nonhate
আচ্ছা তোমার কষ্টটা কেউ তো বুঝতাছে না,nonhate
আপু কতোজনের জন্য কান্না করে,nonhate
আমি এই বোকা ছিলাম.তার অবহেলা যে ছেড়ে যাওয়ার প্রথম ধাপ ছিল আমি বুঝতেই পারি নাই,nonhate
আমি কখনো কাউকে ব্যবহার করিনি,nonhate
আর ভবিষ্যতেও করবো না,nonhate
তাই কেউ কখনো আমার হবে না ,nonhate
নিজের ধ্বংসের দিকে তাকিয়ে মুচকি হাসি দিয়ে ফিরে আসা অদ্ভুত মানুষ আমি।,nonhate
"কেঁদে আর পেলাম কই, তাই না হয় মুক্তি দিলাম",nonhate
ভালোবাসা বলতে কিছু হয় না সব ড্রামা ,nonhate
কলিজা ফুটা করা একটা গান ,nonhate
ঘৃণা করি আমি সেই ভালোবাসা কে,nonhate
অবহেলায় তো লোহাতেও মরিচা ধরে! আমরা তো মানুষ মাএ!,nonhate
আমি ঘৃণা করি সেই ভালবাসাকে যে ভালোবাসা হাজারো ছেলে-মেয়েকে জীবন্ত লাশ বানিয়ে দে,nonhate
কেদে কেদে চোখের পানি শেষ ,nonhate
ভালোবাসা মানেই তুমি কষ্ট পাবে হয় আজ না হয় কাল,nonhate
আমি এখন সত্যি মন থেকে ঘৃণা করি ভালোবাসাকে,nonhate
আমিও ঘৃণা করি ভালবাসাকে,nonhate
সে তো আছে অন্যের সাথে সুখি আর আমি আছি তার দেয়া কষ্ট নিয়ে সুখি ,nonhate
বুজি না কিছু গান টা শুনলে কষ্ট কেনো হয় আমার,nonhate
হারানোর কষ্ট সেই পাই জার হাড়াই,nonhate
হৃদয় ক্ষত বিক্ষত হবে.,nonhate
তবুও কিছু মানুষের স্মৃতি অক্ষত হয়ে থেকে যাবে.,nonhate
ঘৃণা করি আমি ওই সব ভালোবাসা নামক কথা গুলো কে ,nonhate
মুল্যহীন জায়গা থেকে নিজেকে সরিয়ে নেওয়ায় ভালো ,nonhate
ভালোবাসা প্রকাশ করলে মানুষ হারিয়ে যায়,nonhate
"কেঁদে আর পেলাম কই,তাই হাসি মুখে মুক্তি দিয়ে দিলাম",nonhate
কষ্ট হলেও মুক্তি দিয়ে শান্তি,nonhate
আমার গল্পের প্রতিটি পাতায় শুধু শূন্যতার ছায়া,nonhate
কেঁদে আর সুখ পাইলাম কই। হেঁসে না হয় দুঃখকে আপন করে নিলাম।,nonhate
"তাকে না পাওয়ার যে অপূর্ণতা বুকের মধ্যে, তা পৃথিবীর কোনো কিছুর বিনিময়ে পূর্ণ হওয়ার নয়",nonhate
ড্রামা দেখতে দেখতে প্রেম না করেও চেখা খাচ্ছি,nonhate
"যে থাকতে চাই না, তাকে মুক্তি দেওয়ায় ভালো",nonhate
এটা একটা গান নয়। এটা হাজারো ব্যর্থ প্রেমিকের বুকফাটা কান্নার আওয়াজ,nonhate
কথায় আছে সুখে থাকতে ভুতে খেলা,nonhate
আল্লাহর দেওয়া চেহারা বাদ দিয়ে যারা এমন করছে আল্লাহ পাক তাদের হেদায়েত দান করুন আমিন,nonhate
নতুন পেলে পুরান বিষাক্ত হয়ে যায় এইটায় নিয়ম,nonhate
শুধুমাত্র রাগ আর ইগোর কারণেই একটা মানুষের জীবন থেকে সব আস্তে আস্তে ধ্বংস হয়ে যায়।,nonhate
আমার কাছে রাগ আর ইগোর চেয়ে অনুভূতির মূল্য অনেক বেশি। কিন্তু মানুষ সেটা কে সস্তা মনে করে।,nonhate
"অনূভুতি প্রকাশ করলে, অন্য দিক থেকে অবহেলা শুরু হয়ে যায়।",nonhate
"বিচ্ছেদের দুনিয়ায় ভালোবাসার মূল্য নেই, মানুষ এখন অপশনের খোঁজে থাকে ",nonhate
"উচিত কথা। এখন মানুষের কাছে মানুষের কোন মূল্য নেই। মায়া, আন্তরিকতা, ভালোবাসা এখন অর্থহীন একটা শব্দ মাত্র। আল্লাহ মালিক।",nonhate
"যত্ন করে সবকিছু রাখা গেলেও মানুষকে রাখা যায় না, অথচ আমরা বোকা মানুষ, যারা থাকতে চায় না তাদেরকে আগলে রাখতে চাই!",nonhate
"জেদি আর রাগী মানুষ নিজেও শান্তি পায়না, কাউকে শান্তিতে রাখতেও পারেনা। এরা অভিসপ্ত।",nonhate
"ঠিক বলেছেন,ভালোবাসার কোনো সম্মান নেই।",nonhate
আমার প্রিয় মানুষটি আমাকে রেখে না ফেরার দেশে চিরো বিদায় নিয়েছে ,nonhate
সে ‘আমাকে’ অসুখ ছাড়া “রোগী” বানিয়ে দিয়েছে!,nonhate
কষ্টের শহর,nonhate
"তোমারে পাইয়াও কেনো পাইলাম না, এই কথাটা এসে বার বার আ-ঘাত করে!",nonhate
" হাজার ওওও যুদ্ধ করে, তাকে পাওয়া হলো না,",nonhate
"পেয়েও হারিয়ে ফেলেছি,আমি এক অভাগী",nonhate
"চাইলেই সব হতো, কিন্তু সে তো চেয়েছে অন্য কাউকে",nonhate
এক তরফা ভালবাসা চাওয়া বেদনাদায়ক ,nonhate
মানুষটা আমার খুব সখের ছিল; শুধু আমি তার যোগ্য ছিলাম না!,nonhate
সখের মানুষ পাওয়া হয়ে গেলে সখ শেষ হয়ে যায় ,nonhate
"সত্যিই, তুমি চাইলেই সব হতো, কিন্তু তুমিই চাইলে না।",nonhate
আমি চাইছিলাম তুমি অহংকার দেখাইছো,nonhate
আমি না হয় ভুল করচি। কিন্তু তুমি আমাকে ঠোকিয়েছো ,nonhate
ভাগ্য আমাকে বিষাক্ত পরিস্থিতি ছাড়া আর কিছুই দিল না।,nonhate
"ইথারে মিলিয়ে যায় বস্তুগত সূর্য, ভাবগত প্রেম অথবা জীবন! ",nonhate
বেশি ভালোবাসলে মানুষ হারিয়ে যায়!,nonhate
"বিশ্বাস করো, যাকে তুমি মন থেকে ভালোবাসবে, দেখবে সে নিজ থেকেই চলে গেছে,",nonhate
ভালোবাসা প্রকাশ না করে সেই মানুষ টি হারিয়ে যায়। আবার ভালোবাসা প্রকাশ করলে তার কাছে সস্তা হয়ে যায় ,nonhate
এতটা ভালোবাসার পরও মানুষটাকে ধরে রাখতে পারি নাই ,nonhate
"ভালোবাসা কম প্রকাশ করলেও মানুষ হারিয়ে যায়,",nonhate
"হারিয়ে যায় না, বেইমান হয়ে যায় ",nonhate
আমি খুব করেই চিল্লাইয়া ফাল্লাইয়া কান্না করতাম,nonhate
কিছু মানুষের অভাব সারা জীবন থেকে যাবে ,nonhate
"বিনা কারণে যারা জীবনে দুঃখের গল্প তৈরি করেছে! তাদের অভিশাপ দিতে হবেনা, তাঁদের জন্য একসময় ""নীরবতাই"" যথেষ্ট হবে।",nonhate
তারা ছেড়ে ও যাই আবার দোষ ও দিয়ে যাই।,nonhate
"আমার সাথেও এমন হয়ছে, সব দোষ আমাকেই দিয়ে গেলো",nonhate
"নিজের ভয়ংকর অতীতটা যতবার খুঁটিয়ে দেখি, ততবার মনে হয়; এটাকে যদি জীবন থেকে মুছে ফেলতে পারতাম!",nonhate
"সবার জীবনে এমন কিছু আঘাত, কষ্ট থাকে যা প্রকাশ করা যাই না।",nonhate
এই একজনরে দেখলাম বউ এর কোলে কান্না করতেছে তাও আবার এক্সের জন্য,nonhate
কত দিন মনের ইচ্ছা মতো শব্দ করে কাদি না।চিতকার করে কান্না করলে একটু শান্তি পাইতাম,nonhate
"এই গানটার মাঝে অনেক কষ্ট, মায়া লুকিয়ে আছে",nonhate
কান্নাটা আমরা গোপনই করি প্রকাশ্যে আসলেও মুখ লুকায়.,nonhate
"হারাইতে হারাইতে যুগ পাড়ি দিলাম, এখন আর কোনো কিছু হারাইলে দুঃখ হয় না",nonhate
ভুলতে পারি নি ছেড়ে যাওয়া মানুষ টা কে ,nonhate
রোজ যাকে কাঁদতে সেকি কি আর নতুন করে দুঃখ চিনে,nonhate
"এমন কেউ নাই, তাই এমন সুখ আসা করা টাও বোকামি",nonhate
কেনো ছেড়ে যায় তার খোঁজ কি কেউ নেয় ,nonhate
পায়ে ধরেও কিছু কিছু মানুষ কে ধরে রাখা যায় না,nonhate
সবাইকে ভালোবাসা যায় না আর যাকে ভালোবাসা হয় সে ভাগ্যে থাকে না ,nonhate
আমি ও এমন করে কাদছি তার বুকে থাকতে চাইলাম কিন্তু সেই আমাকে দূর দূর করে তারাই দিতেছে অন্য নারী জন্য,nonhate
আমি এই দুনিয়ার পতেকটা মানুষ কে ঘৃণা করি,nonhate
"সত্যিই, বড্ড অসহাস একটা বাক্য.",nonhate
যে যাওয়ার তাকে এই বাক্য বললেও সে চলে যাবে,nonhate
পায়ে ধরে ভিক্ষা চাইছি তাকে সে আমাকে ভিক্ষুক ভেবে ফিরিয়ে দিয়েছে,nonhate
এক আকাশ পরিমান ভালোবাসার নামই ছেরে যাওয়া,nonhate
সত্যি এটা অসহায় বাক্য পৃথিবীতে নেই? ,nonhate
আমার চোখের পানি এতো সস্তা তোমাকে ভালো না বাসলে বুঝতাম না,nonhate
পায়ে ধরে কান্না করেও ধরে রাখতে পারি নাই,nonhate
আমাকে ছেড়ে যেও নাএটা বোধহয় পৃথিবীর সবথেকে অসহায় বাক্য!,nonhate
"সে পেয়ে গেছে তার নতুন মানুষ, আমার হয়নি কেউ!",nonhate
এইটা সবাই বোঝেনা বুঝলে কেউ কাউকে ছেড়ে যেত না,nonhate
"ইস রে ভাই তোরে তো তাও কেউ জরে ধরেছিলো, আমার দিকে দেখ কেউ জরেই ধরলো না আজ পর্যন্ত,",nonhate
মানুষ মায়ায় পড়ে নিজেকে ধ্বংস করার জন্যে,nonhate
পুরুষ তুমি প্রতিষ্ঠিত না হয়ে কাউকে ভালোবাসা অপরাধ!,nonhate
কেউ কেউ চায় না আবার কেউ চেয়েও পায় না,nonhate
হয়তো একদিন আমিও তোমার জন্য এমন পাগল হয়ে জাব প্রিয়,nonhate
নাটকটা দেখে খুব কষ্ট পাইছি।,nonhate
এটাই বাস্তব ভাইয়া থাকতে কেও মুল‍্য দেয়না,nonhate
অনেক ভালোবাসি তাকে কিন্তু সে তা বুঝে না,nonhate
এত কিছু করার পরও তাকে আমার করে রাখতে পারি নি ,nonhate
"কত কাঁদছি,তার একটা মেসেজ আসলে সব কাজ ছেড়ে ছুড়ে তাকে সময় দিতাম তার কাছেই আমার কোন গুরুত্ব নেই।",nonhate
সত্যিকারের ভালোবাসা হলো আবেগ এবং অনুভূতিতে ভরা কিন্তু এখন এটারে কেউ মূল্য দেই না।,nonhate
অনেক ভালোবাসার পরও সে আর আমার নেই ,nonhate
"যে থাকতেও বুঝে না, সে, হারিয়ে গেলে কী করে বুঝবে।",nonhate
"এই শাসন করা মানুষ গুলোই ঠকে যাই, আর তাদের এই শাসন কে আবেগ বলে তাদের কেই ছেড়ে ছলে যাই,",nonhate
আপনি যাকে বেশি ভালোবাসবেন সে আপনাকে কখনো বুঝবে না,nonhate
ঠিকই তো আছে যে হারিয়ে যাবেনা কথা দিয়েছে তাকে আর মূল্যায়ন করার কি আছে.,nonhate
আমি নিজের চোখে দেখেছি যে নিজে যত সুন্দর হওনা কেনো যখন কেউ খুব সহজে পেয়ে যায় তখন মানুষ তার কাছে সস্তা হয়ে যায় ,nonhate
থাকতে মূল্য দিতে পারি নি তাই এখন আফসোস করি ,nonhate
ভাই রে আমার কথা গুলো তুমি কখন চুরি করে নিয়ে গেছো,nonhate
প্রিয় মানুষ টা বুঝে না আর কোন দিন বুঝবে না,nonhate
"আমি এই কষ্টের শিকার, আজ তার জন্য আমি সবার কাছে হাসির পাত্র হয়ে আছি",nonhate
অবহেলিত হওয়ার মতোন মানসিক কষ্ট আর কি হতে পারে ,nonhate
সব সময় আমি মূল্য দিতাম,nonhate
তাই আমি তুচ্ছ,nonhate
"মন-মস্তিষ্ক-শরীর কোনটাই ভালো নেই হঠাৎ একদিন অনেক অভিমান নিয়ে হারিয়ে যাবো,",nonhate
হয় তো প্রিয় মানুষ টাকে হারিয়ে কাউকে নিয়ে বাকী জীবন চলতে হয়৷ কিন্তু সেই প্রিয় মানুষ কে না পাওয়ার আক্ষেপটা সারা জীবন রয়ে জায় ,nonhate
না পাওয়ার যন্ত্রণার থেকে পেয়ে হারানোর যন্ত্রণাটা বেশি ,nonhate
"পূর্ণতার চেয়ে বিচ্ছেদের গল্প বেশি,",nonhate
বিচ্ছেদের পর বোঝা যায় ভালোবাসা কতটা ছিল বাকী,nonhate
এই রকম ভাবে দেখা হলে মুখ থেকে হ্যাঁ বার হয়না বুকটা ফেটে জায় ,nonhate
"এই রূপের দুনিয়ায় মন দিয়ে কাউকে ভালবাসতে নেই,",nonhate
"অভিমানে মানুষ হারায় না, মানুষ হারায় অজুহাতে.",nonhate
এটা ভাবতেই তো ভাই বুকটা ফেটে যায় কিভাবে আমি তাকে অন্য কারো সাথে দেখব ,nonhate
সে যদি আমার হইতো তবে কি এমন ক্ষতি হতো?,nonhate
বাস্তবতা অনেক কঠিন ,nonhate
ভালোবাসা নামক জিনিসটাকে আমি,nonhate
এক আকাশ পরিমাণ ঘৃণা করি! ,nonhate
দুঃখ ও দিলো অন্য কারো সাথে দেখার যন্ত্রণা ও দিলো,nonhate
পাবো না জেনেও অনেক ভালোবাসি ,nonhate
"পূর্নতা মানুষকে হাসতে শেখায়, আর শূন্যতা মানুষকে অঝড়ে কাদায়!",nonhate
কেউ নেই ওইভাবে বলবে কেমন আছি,nonhate
আমি ইচ্ছে মতো কানতাম। আমার অনেক কান্না জমে আছে ,nonhate
বেকারত্ব আমাদের সব জায়গায় ছোট করে দেয়,nonhate
পরিবারের বড় ছেলে গুলো বলতে পারে নাহ বাবা তোমাকে অনেক ভালোবাসি ,nonhate
চেহারা একদম ভেঙে গেছে. সময় কি জিনিস.,nonhate
চোখের চারপাশের ছাল তো কুঁচকে গেছে।,nonhate
সব স্মৃতি কষ্টের কারন হয়ে থাকবে সারা জীবন,nonhate
এই ভিডিও দেখে বা ভিডিও আপলোড করা উচিত নয় জখন ভাই নেই,nonhate
এটা ফিনল্যান্ডের নাকি ভূতল্যান্ডের গায়িকা?,nonhate
এত চাপা মারলে মানুষ ভাল মনে করে না!,nonhate
"মানুষ চলে যায় শুধু স্মৃতিটুকু রেখে যায়,",nonhate
যারা ওনাকে ভালো মানুষ বলতেছেন বেঁচে থাকতে সবাই ওনাকে পাইছেন।,nonhate
তার স্মৃতি আছে কিন্তু সে আর এই দুনিয়াতে নাই,nonhate
সত্যি মানুষ চলে যায় কিন্তু তাদের সৃতি গুলো রেখে যায় আমাদের মাঝে যা আমাদের কষ্ট দেয়,nonhate
আল্লাহ সুস্থ করে দেন,nonhate
দেখে সত্যি অনেক খারাপ লাগছে না জানি কোন  মার সন্তান,nonhate
হে আল্লাহ ছেলেটাকে ভালো করিয়ে দাও ,nonhate
সে হয়তো মানসিক রোগী।,nonhate
ছেলেটিকে ডাক্তার দেখানোর জন্য  অনুরোধ জানাচ্ছি,nonhate
জলাতঙ্ক হলে তো পানি খেত পারত না।,nonhate
সবাই মিলে  ছেলে  টাকে হাসপাতালে নিয়ে যান,nonhate
"মহান রব সবাইকে হেফাজত করুক, আল্লাহ যেন বাচ্চাটাকে সুস্থতা দান করুক",nonhate
তাঁর আব্বা আম্মা কেমনে আছে,nonhate
ভিডিওটা দেখে খুবই কষ্ট পেলাম আল্লাহ সুস্থ করে দেখ ছেলেটা কে।,nonhate
এইসব দেখলে মনটা খারাপ হয়ে যায়,nonhate
ভালো চিকিৎসা পেলে এবং আল্লাহর রহমত করলে সুস্থ হয়ে যাবে,nonhate
খুবই দুঃখজনক ব্যাপার,nonhate
এই ছেলের কি পরিবারের কেউ নাই,nonhate
"আল্লাহ ছেলেটাকে সুস্ততা দান করুন,  ছেলেটার কি মা বাবা নাই,",nonhate
ইশ মাবুদ হেফাজত করুন ,nonhate
এখন ই চেষ্টা করেন নাইতো পরে আরো চড়াহয়ে লোকের উপর উত্তেজিত হতে পারে তাতে লোকের ক্ষতি হতে পারে,nonhate
আল্লাহ গো ছেলেটাকে সুস্থ করে দাও ,nonhate
"কোন মায়ের কলিজার টুকরো, এমন অসুস্থ হয়ে গেছে, আল্লাহ তাআলা সুস্থ করুক",nonhate
ওর বাড়ি আমাদের এলাকায় ওতো শাবাবিক ভাবে বালো চিলো,nonhate
আল্লাহ তুমি ওর প্রতি রহমত করো। সবাই মিলে সহযোগিতা করুন।,nonhate
আল্লাহ যার সন্তান তার বুকে ফিরিয়ে দিও সুস্থ করে,nonhate
কি অপরাধ ছিলো কেনো এমন নির্মম মৃত্যু,nonhate
একটু ওকি বিবেগ নারা দেয় নাই ,nonhate
"ছোট ছোট বাচ্চাগুলোর কি এমন দোষ ছিল এগুলো দেখলে সত্যিই অনেক খারাপ লাগে, মানুষের মনুষ্যত্ব বলতে কিছু নেই ",nonhate
"সেইম জিনিস টা আমার ও ফিল হয়, শুধু  দেখি নিশ্বাস নিচ্ছে কি-না এই মুহুর্তে বাবাকে নিয়ে বেশি টেনশন হয়।",nonhate
"এমন সময় আমারও ছিলো, কিন্তু সময় টাও নাই, মা টাও নাই ",nonhate
"আমার মা কে নিয়ে এখন এইরকম টেনশন হয়,",nonhate
"আমার যে মা ছাড়া আর কেউ নেই, ১৯ বছর আগে বাবা কে হারালাম",nonhate
"তাকিয়ে থাকতাম। কিন্তু ফাঁকি দিয়ে চলে গেছে মা,",nonhate
বোন হারানোর পর এখন মা আর বাবা কে নিয়েই এই ভাবে ভাবি,nonhate
আমিও মাঝেমধ্যেই তাকাতাম এভাবে এখনতো আর আম্মু-ই নেই.,nonhate
আমি কুন এক সময় আমার মা বাবা কে এমন করতাম ,nonhate
কে করে জানি না আমি তো তাকাই থাকি,nonhate
মা বেঁচে থাকতে আমিও এমনই করতাম। মায়ের মৃত্যুর পরে এভাবেই তাকিয়ে ছিলাম যদি পেটটা নরে উঠে ,nonhate
মাগো তুমি যখন অসুস্থ হও তখন আমারো এমন লাগে ,nonhate
"আহারে এইভাবে দাদুরে পাহারা দিতাম, দাদু শেষ মেষ ছেড়ে চলে গেছে ",nonhate
ভাই হার্ট এটাক করে ফেলার অবস্থা হয়,nonhate
মা তোমার মরন জেনো আমার আগে না হয়,nonhate
এতো টুকু বৃদ্ধ হতে দেখি নাই বাবা-মা কে সুস্থ সবল দেখা মানুষ গুলো চোখের সামনে চলে গেছে ,nonhate
"আমি করতাম, মা এখন নাই ",nonhate
কতবার দেখতাম তখন এখন আর দেখি না কারণ মা আর নাই,nonhate
"আহা গো আপা খুব দুঃখ জনক, জীবিত মানুষের সৃতি ঘুরে ঘুরে এসব দেখতে হয়।",nonhate
পৃথিবীতে যার বাবা নাই সেই বুঝে বাবা না থাকার কত কষ্ট ,nonhate
আমার ছোটবেলা থেকে বাবা নাই। আমার বাবা জন্য দোয়া করবেন।,nonhate
যার বাবা নেই তার পুরো পৃথিবী ই যে নেই,nonhate
আমার তো বাবা নেই ,nonhate
বাবা অনেক দিন ধরে বাবা বলে ডাক দিতে পারী না বাবা তুমায় কথা অনেক মনে পরে বাবা তুমায় অনেক ভালবাসি বাবা,nonhate
যখন কেউ আমার সামনে তার আব্বুকে আব্বু বলে ডাকে তখন আমার বুকটা ফেটে যায় ,nonhate
আমিও এমন পরিস্থিতিতে ছিলাম কিন্তু ছেড়ে চলে আসছি,nonhate
"চাইলেই সব হতো, কিন্তু সে তো চেয়েছে অন্য কাউকে",nonhate
এক তরফা ভালবাসা চাওয়া বেদনাদায়ক ,nonhate
ভাগ্যে হয়তোবা ছিলো না এত সুখ.,nonhate
"ভালোবাসি কথাটা শুনলা ঠিকি, বললা না ",nonhate
"নাহ্ তুমি আমার হইলা, নাহ্ তোমার “মায়া"" আমারে অন্য কারো হইতে দিলো!",nonhate
তুমি আমার থেকেও নেই ,nonhate
সেও যদি আমাকে একটু মিস করতো ,nonhate
আমাকে মানুসিক অশান্তিতে রাখে আমার বাপের বাড়ির পরিবার,nonhate
"অন্তত আপনারা কান্না করতে পারেন তবে,আমরা পারি না।",nonhate
অনেক বেদনা নিয়ে এসে কথাগুলো বলল আমার খুব হৃদয়ে লেগেছে,nonhate
কতটা অসহায় কথা গুলো!,nonhate
যাকে আপনি বেশি ভালোবাসবেন সেই আপনাক কষ্ট দিবে,nonhate
আমরা সব সময় ভুল মানুষের প্রেমে পড়ি।,nonhate
কথাগুলা শুনে খুব কষ্ট লাগলো আপু,nonhate
ভুল যায়গায় দেহ বিলানো নারীর পুরান অভ্যাশ,nonhate
ভালোবাসা বলতে পৃথিবীতে কিছুই নেই সব মিথ্যা ,nonhate
অনেক কষ্ট লাগলো দেখে আমার কপালের মতো৷ ,nonhate
কেউ বুঝেনা প্রবাসীর বউদের কষ্ট।,nonhate
এমন একটা মানুষকে আল্লাহ কেন কষ্ট দিলেন ,nonhate
বাবা মা কোথায় ছিলো উনার সাথে মানুষ থাকার কথা আল্লাহ সুস্থ করে দিক আমিন,nonhate
"ইশশশরে, ভাই তার কষ্ট টা কেন জানি আমি ফিল করতে পারতেছি। ",nonhate
আল্লাহ্ আপনি রহম করুন আমিন ,nonhate
আল্লাহ আমাদের সকলকে এ সকল দুর্ঘটনা থেকে হেফাজত করুক আমিন,nonhate
প্রযুক্তি যতোটাই ভালো ততোটাই বিপদজনক।,hate
আহারে এমন একটা অবুঝ মানুষকে আল্লাহ্ এমন কষ্ট না দিলেও পারতো ,nonhate
একি মর্মান্তিক ঘটনা ,nonhate
"আল্লাহ রে. শত্রু মিত্র যে যেখানে আছে, সবাই কে তুমি হেফাজত করো।",nonhate
আল্লাহ গো এইজন্য লিফট ব্যবহার করিনা,nonhate
"আল্লাহ সকলকে হেফাজতে রাখো, প্রতি দিন উঠতে হয় এখন থেকেতো ভয় কাজ করবে ",nonhate
"আল্লাহ আপনি আমাদেরকে ক্ষমা করে দিন, সবাইকে বিপদআপদ বালামছিবদ থেকে হেফাজত করুন, আমিন।",nonhate
আহারে ,nonhate
এই সব ভিডিও দেখে আমি এখন লিফটে উঠি না যত কষ্ট ই হোক।,nonhate
আহারে আল্লাহ মাপ কইরা দেন।,nonhate
আমি তো দেইখা আল্লাহ আল্লাহ করতে কান্না করে দিচি  ,nonhate
আহারে জীবন এমনি ছেলেটা অসুস্থ তারঅপর এমন হলো,nonhate
আল্লাহ ভাইটি কি সুস্থ করে দিন,nonhate
আহ কতটা না কষ্ট পাইছে,nonhate
আহারে লোকটা মনে হয় প্রতিবন্ধী ছিল,nonhate
"আল্লাহ আপনি রক্ষা করুন, ফি আমানিল্লাহ",nonhate
কেউ মারা গেছে,nonhate
যাক ব্যথা পেলেও জীবন রক্ষা পেয়েছে।,nonhate
আহারে কোন জায়গায় এই ঘটনা?,nonhate
"আপনার মতো স্বামী পাওয়া ভাগ্যর বিষয়, যে পায় সে মুল্য বোঝে না",nonhate
কথা গুলো শুনে খুব কারাপ লাগলো ,nonhate
চোখে পানি চলে আসলো সব ভালো ছেলে মেয়েদের ভাগ্যে ভুল মানুষ গুলা আসে জীবনটা শেষ করে দেয়।,nonhate
"ওর চেহারা, মুখের এক্সপ্রেশন, এই",nonhate
বলে দিচ্ছে তার ভিতর টা কি পর্যায়ে তছনছ হয়ে গেছে ,nonhate
চোখে পানি চলে আসলো সব ভালো ছেলে মেয়েদের ভাগ্যে ভুল মানুষ গুলা আসে জীবনটা শেষ করে দেয়।,nonhate
কিছু কিছু ভালো ছেলের কপালটাই হয় এমন। সত্যিই দুঃখজনক,nonhate
ভালো মানুষ হলে জীবনে বার বার ঠকাতে হয় ভাই,nonhate
ভালো ছেলে ভালো বউ পায় না,nonhate
"যারাই সত্যি ভালোবাসে তারাই কষ্ট পায়, বেঈমানরা ভালো থাকে",nonhate
অতি সহজে পেয়ে গেলে হীরা কে তামা মনে হয়,nonhate
ভাই আপনার মতো স্বামী৷ পাওয়া ভাগ্যের বেপার যে হারিয়েছে সে বুঝবে কি হারিয়েছে,nonhate
"যারাই সত্যি ভালোবাসে তারাই কষ্ট পায়, হায়রে বেঈমান ওর ভালোবাসাটা বুঝলি না",nonhate
জীবনে যদি ভুল মানুষ আসে তাহলে জীবন টাই শেষ হয়ে যায়।,nonhate
খুবই দুঃখজনক একটা বিষয়।,nonhate
আহ জীবন,nonhate
খুবই দুঃখজনক দোয়া রইল আপনি খুব ভালো মানুষ ভাই,nonhate
বুকের ভিতরে অনেক চাপা কষ্ট নিয়ে ছেলেটা কথা গুলো বললো।,nonhate
সত্যি অনেক খারাপ লাগছে পুরো বিষয়টি শুনে আল্লাহ যেন ভাইটিকে ধৈর্য ধারন করার তৌফিক দান করেন আমিন।,nonhate
একটা খারাপ মানুষের জন্য ভালো মানুষের জীবন শেষ ,nonhate
ভালো মানুষের কপাল খারাপ হয় নতুন কিছু নয়,nonhate
বিষয়টা খুবই কষ্টদায়ক,nonhate
আল্লাহ আপনার জীবন অনেক সুন্দর করুক,nonhate
কতটা ভয়ংকর নারী আল্লাহ,hate
গল্পটা শুনে খুব খারাপ লাগলো,nonhate
ভালো মানুষের কপালে এমনি হয়,nonhate
"যাদের শখ, স্বপ্ন গুলো খুব ছোট তারাই সবসময় ঠকে যায়",nonhate
এই সংসার করার শখ যে মেয়ের থাকে সেই মেয়েই দিন শেষে ঠকে যায়।,nonhate
কিছু মেয়েদের এই ছোট সখ টাই আল্লাহ পুরন করে না,nonhate
আমারও স্বপ্ন  আছে আমার ছোট একটা সংসার হবে কিন্তু বিয়ে হয়ছে সাতবছর কিন্তু সংসার হয়নি,nonhate
যাদের চাওয়া কম চাহিদা কম তারাই সবার কাছে ঠকে,nonhate
